tripid,hhid,persid,tripno,trippoststratweight,transport_mode,cumdist,linkmode,homesubregion_ASGS,homeregion_ASGS
Y24H5760341P01T05,Y24H5760341,Y24H5760341P01,5,383.356914929,Private,0.78884,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T06,Y24H5760341,Y24H5760341P01,6,383.356914929,Private,0.78884,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T07,Y24H5760341,Y24H5760341P01,7,383.356914929,Private,0.63122,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T08,Y24H5760341,Y24H5760341P01,8,383.356914929,Private,0.63122,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T09,Y24H5760341,Y24H5760341P01,9,383.356914929,Private,0.78884,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T10,Y24H5760341,Y24H5760341P01,10,383.356914929,Private,1.8018,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T11,Y24H5760341,Y24H5760341P01,11,383.356914929,Private,1.8018,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T12,Y24H5760341,Y24H5760341P01,12,383.356914929,Private,1.80404,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T13,Y24H5760341,Y24H5760341P01,13,383.356914929,Private,1.1739,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P01T14,Y24H5760341,Y24H5760341P01,14,383.356914929,Private,0.95897,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H5760341P04T01,Y24H5760341,Y24H5760341P04,1,240.670051984,Private,8.10985,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P04T02,Y24H5760341,Y24H5760341P04,2,240.670051984,Private,8.10985,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P04T03,Y24H5760341,Y24H5760341P04,3,240.670051984,Private,2.56683,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P04T04,Y24H5760341,Y24H5760341P04,4,240.670051984,Private,186.60869,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T01,Y24H5760341,Y24H5760341P05,1,239.659039512,Private,6.17591,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T02,Y24H5760341,Y24H5760341P05,2,239.659039512,Private,6.17591,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T03,Y24H5760341,Y24H5760341P05,3,239.659039512,Private,0.78884,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T04,Y24H5760341,Y24H5760341P05,4,239.659039512,Private,2.13601,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T05,Y24H5760341,Y24H5760341P05,5,239.659039512,Private,1.17152,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760341P05T06,Y24H5760341,Y24H5760341P05,6,239.659039512,Private,0.95897,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H5760405P01T01,Y24H5760405,Y24H5760405P01,1,355.550326642,Private,5.79158,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760405P01T02,Y24H5760405,Y24H5760405P01,2,355.550326642,Private,5.79158,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760405P02T01,Y24H5760405,Y24H5760405P02,1,508.688465193,Private,5.79158,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760405P02T02,Y24H5760405,Y24H5760405P02,2,508.688465193,Private,5.79158,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760406P01T01,Y24H5760406,Y24H5760406P01,1,410.525855844,Private,18.87159,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P01T02,Y24H5760406,Y24H5760406P01,2,410.525855844,Private,18.87159,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P01T03,Y24H5760406,Y24H5760406P01,3,410.525855844,Private,0.87178,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P01T04,Y24H5760406,Y24H5760406P01,4,410.525855844,Private,0.87178,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P02T01,Y24H5760406,Y24H5760406P02,1,521.495807707,Private,3.43485,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P02T02,Y24H5760406,Y24H5760406P02,2,521.495807707,Private,3.43485,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760406P03T01,Y24H5760406,Y24H5760406P03,1,398.72180492,Private,18.87159,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760406P03T02,Y24H5760406,Y24H5760406P03,2,398.72180492,Private,18.87159,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760406P03T03,Y24H5760406,Y24H5760406P03,3,398.72180492,Private,0.87178,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760406P03T04,Y24H5760406,Y24H5760406P03,4,398.72180492,Active,0.87178,Walking,MELB - Inner,Greater Melbourne
Y24H5760406P04T01,Y24H5760406,Y24H5760406P04,1,580.606117488,Private,3.43485,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760406P04T02,Y24H5760406,Y24H5760406P04,2,580.606117488,Private,3.43485,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5760407P01T01,Y24H5760407,Y24H5760407P01,1,361.203255347,Active,1.16056,Walking,MELB - Inner,Greater Melbourne
Y24H5760407P01T02,Y24H5760407,Y24H5760407P01,2,361.203255347,Active,1.67854,Walking,MELB - Inner,Greater Melbourne
Y24H5760407P01T03,Y24H5760407,Y24H5760407P01,3,361.203255347,Active,0.54259,Walking,MELB - Inner,Greater Melbourne
Y24H5760407P01T04,Y24H5760407,Y24H5760407P01,4,361.203255347,Active,0.6709,Walking,MELB - Inner,Greater Melbourne
Y24H5760407P01T05,Y24H5760407,Y24H5760407P01,5,361.203255347,Active,0.6709,Walking,MELB - Inner,Greater Melbourne
Y24H5760409P01T01,Y24H5760409,Y24H5760409P01,1,609.25232977,Active,0.4077,Walking,MELB - Inner,Greater Melbourne
Y24H5760409P01T02,Y24H5760409,Y24H5760409P01,2,609.25232977,Active,0.4077,Walking,MELB - Inner,Greater Melbourne
Y24H5760409P01T03,Y24H5760409,Y24H5760409P01,3,609.25232977,Private,4.83985,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760409P01T04,Y24H5760409,Y24H5760409P01,4,609.25232977,Private,4.7722,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760409P01T05,Y24H5760409,Y24H5760409P01,5,609.25232977,Private,1.63962,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H5760409P01T06,Y24H5760409,Y24H5760409P01,6,609.25232977,Active,1.11345,Walking,MELB - Inner,Greater Melbourne
Y24H5760409P01T07,Y24H5760409,Y24H5760409P01,7,609.25232977,Active,1.11345,Walking,MELB - Inner,Greater Melbourne
Y24H5760409P01T08,Y24H5760409,Y24H5760409P01,8,609.25232977,Private,0.56923,Vehicle Driver,MELB - Inner,Greater Melbourne
